,ISBN,Book-Title,Book-Author,Year-Of-Publication,ID-Author
175,0553278223,The Martian Chronicles,RAY BRADBURY,1984,743759764f4ae67d2bd5b346f249dd9bd26635f957cf2375cdbe317237f2ca3f
176,3150000335,Kabale Und Liebe,Schiller,0,36a58ff5bec548e2ae76d3b90e387f35497331e6f6be8cf76f47b0aadeb3c0a8
177,3257203659,Der illustrierte Mann. ErzÃ?Â¤hlungen.,Ray Bradbury,2002,8da15d0651ce2fb55907eee960f55bf90c83960bed858dde72b9d4d2be3724e1
178,3257207522,Der KÃ?Â¶nig in Gelb.,Raymond Chandler,1980,9fb274452fb795ba0565cbc0665ca616fa2e1f8db1bc39e93cb0ca3ce0f815b1
179,3257208626,Fahrenheit 451,Ray Bradbury,1994,8da15d0651ce2fb55907eee960f55bf90c83960bed858dde72b9d4d2be3724e1
180,3257208634,Die Mars- Chroniken. Roman in ErzÃ?Â¤hlungen.,Ray Bradbury,1981,8da15d0651ce2fb55907eee960f55bf90c83960bed858dde72b9d4d2be3724e1
181,3257208669,Das BÃ?Â¶se kommt auf leisen Sohlen.,Ray Bradbury,2003,8da15d0651ce2fb55907eee960f55bf90c83960bed858dde72b9d4d2be3724e1
182,3257210450,LÃ?Â¶wenzahnwein. Roman.,Ray Bradbury,1999,8da15d0651ce2fb55907eee960f55bf90c83960bed858dde72b9d4d2be3724e1
183,3257212054,Das Kind von morgen. ErzÃ?Â¤hlungen.,Ray Bradbury,2000,8da15d0651ce2fb55907eee960f55bf90c83960bed858dde72b9d4d2be3724e1
184,3257212429,Die Mechanismen der Freude. ErzÃ?Â¤hlungen.,Ray Bradbury,2000,8da15d0651ce2fb55907eee960f55bf90c83960bed858dde72b9d4d2be3724e1
185,3257214154,Familientreffen. ErzÃ?Â¤hlungen.,Ray Bradbury,2000,8da15d0651ce2fb55907eee960f55bf90c83960bed858dde72b9d4d2be3724e1
186,3257216416,Der Tod kommt schnell in Mexico. ErzÃ?Â¤hlungen.,Ray Bradbury,1988,8da15d0651ce2fb55907eee960f55bf90c83960bed858dde72b9d4d2be3724e1
187,3257233051,Veronika Deschliesst Zu Sterben / Vernika Decides to Die,Paolo Coelho,2002,a4b57fd1c170a6392180b132f1a25f45f1aa0358113a7fc8d7f465f7bb5b498f
188,342311360X,Die Liebe in Den Zelten,Gabriel Garcia Marquez,0,25987eef97345ca3ab285d59630da67e00f54b39adda4de4093600b1bf07e17d
189,3423116714,Die Klone der Joanna May. Roman.,Fay Weldon,1993,ce3102d3f1b6f4b8d31695f57f154882e36e617ab0a4aae9dba2327f79505daf
190,3423241489,Ist mein Hintern wirklich so dick? Tagebuch einer empfindsamen Frau.,Arabella Weir,1998,04b2ed49b96be5f92755bf60feb5f4ca7adebfbf1ae23f5cb4930eef494d25af
191,3426605686,Haifischfrauen.,Kiana Davenport,1996,9cef8ad153fd2e45a5f9c088e878e60055e9c031db4c45579830cc570b347c05
192,3453212150,Die Cappuccino- Jahre. Aus dem Tagebuch des Adrian Mole.,Sue Townsend,2002,61695bf9bec90e4ee4fa88bfb5b68d3f78486f5909bcf2a7a593dbc9d23210b7
193,3462021095,Schwarzer Tee mit drei StÃ¼ck Zucker,Renan Demirkan,1991,a8e60d2f7797830599ea2202513b4401696276ff4f87bc2e7c3ce9eec169fff2
194,3492045642,QuerschÃ?Â¼sse - Downsize This!,Michael Moore,2003,c48c711e5da0498639e9097a430cb56bfb4fc449137d9bc82af53c30ce823cfb
195,3498020862,Die Korrekturen.,Jonathan Franzen,2002,c1fbcde96168e7036ac37cfddf4af9a3ee68a3d06e614f24c890c1b3a7bea9d4
196,3499110695,Neun ErzÃ?Â¤hlungen.,Jerome D. Salinger,1968,eea69e5e11194c5b93b4aecd8a64a18ce268fb7eedff7b12c3b5c314564d7ab7
197,3499151502,"Hebt den Dachbalken hoch, Zimmerleute / Seymour wird vorgestellt.",Jerome D. Salinger,1998,eea69e5e11194c5b93b4aecd8a64a18ce268fb7eedff7b12c3b5c314564d7ab7
198,3518111000,"Ulysses (Ã?Â?bersetzg. WollschlÃ?Â¤ger). ( Neue Folge, 100).",James Joyce,1981,7bb2a0e945cce5e548d1e949e784b2c9ed1d5f23097a1aabc00d57ea153f186a
199,3548254268,Eine ganz normale AffÃ?Â¤re.,Joanna Trollope,2002,969cf37dff3c7de7128774ded38c34b98b96eb64bf4a3a3117ad17e587ad1571
200,3570300099,"Das Intimleben des Adrian Mole, 13 3/4 Jahre. cbt. ( Ab 14 J.).",Sue Townsend,2002,61695bf9bec90e4ee4fa88bfb5b68d3f78486f5909bcf2a7a593dbc9d23210b7
201,3596292646,Das Buch der lÃ?Â¤cherlichen Liebe.,Milan Kundera,2000,150cbed5ff64e7a227972b7b345e7cf88d99b83c096c0db6b3519ec5d00d73cd
202,0060977493,The God of Small Things,Arundhati Roy,1998,7ba4c5bde411b2f63eb5ad72a63d9fe461d75f151f30cd447fdcd414e934e7a7
203,0312872682,The James Dean Affair: A Neil Gulliver &amp; Stevie Marriner Novel,Robert S. Levinson,2000,56efd9687f7d37f4e4c5630ac84a30001507c3ae15bcf755aa4bed17a328fe63
204,0316602906,The Big Bad Wolf: A Novel,James Patterson,2003,f1bca420e6b950fec85bc603861685f44f376906d526e9946910bb5275c3d467
205,0316693006,Four Blind Mice,James Patterson,2002,f1bca420e6b950fec85bc603861685f44f376906d526e9946910bb5275c3d467
206,0345311396,Private Screening,Richard North Patterson,1994,53442109713cd5673a316d6c28ec41f20396939944d2007e30b2352d112acda4
207,0345378490,Congo,Michael Crichton,1995,8f3fa6211d0fe7013d96800c46001f4956d9b3c19c97be04e555869f44168a7d
208,0345404793,Protect and Defend,Richard North Patterson,2001,53442109713cd5673a316d6c28ec41f20396939944d2007e30b2352d112acda4
209,0345433173,The Tall Pine Polka,Lorna Landvik,1999,1aa0c5bf0cead6a6ac88337865d0ea25645f08290044bd613b54be3b4e5e608d
210,0375400117,Memoirs of a Geisha,Arthur Golden,1997,0159a9adb453be1c0dba65d303bee46edc83780051cb7dcc22bdc7c186871ecd
211,0375705856,Plainsong (Vintage Contemporaries),KENT HARUF,2000,657220136fe3754e202280d16984681ccbe8c391e7e462890a291c45aada544a
212,0380717018,Body of Evidence (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1992,12246bb6aa04f4ac181d26c99ae43956b695bae969e850abffe3fc182e678e23
213,0380718332,All That Remains (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1993,12246bb6aa04f4ac181d26c99ae43956b695bae969e850abffe3fc182e678e23
214,0380754509,The Case of the Lost Look-Alike (An Avon Camelot Book),Carol J. Farley,1988,7c4214365101a5ac61add50624772b674fa975467b13c2a38194c9b82ddfc61e
215,038076654X,Petals on the River,Kathleen E. Woodiwiss,1997,8efab5841cdc8144e594676e5d8028430037b172227c962119cbb1aff90699e3
216,0380807866,The Elusive Flame,Kathleen E. Woodiwiss,1999,8efab5841cdc8144e594676e5d8028430037b172227c962119cbb1aff90699e3
217,0385316895,Legacy of Silence,Belva Plain,1998,7ac4f1c0a442b8cf7a14d1bf31e23fc640613ff1056ec8f91d23687a4b0eb395
218,0385497466,The Brethren,JOHN GRISHAM,2000,083f3f0619b1347ef9e6c5061ff1e936e87b5d26cf3761df45a8085ce3e7e593
219,0385508042,The King of Torts,John Grisham,2003,df78095cfd0dc4483adcdc2abd93ced5034b064cb7524526deac0a7af3ee620e
220,0385509456,The Curious Incident of the Dog in the Night-Time : A Novel,MARK HADDON,2003,1dcc67823bab4f1c49311b1f8833db2aa6fd2a56066a8b05d3a85ca7ec7979a9
221,0385511612,Bleachers,John Grisham,2003,df78095cfd0dc4483adcdc2abd93ced5034b064cb7524526deac0a7af3ee620e
222,0385730586,Sisterhood of the Traveling Pants,ANN BRASHARES,2003,60522bb74b54d553ab11a478a76ad6fd386cd362f8ccb5739dac0e49fed0a698
223,0425164403,Only Love (Magical Love),Erich Segal,1998,7387911fd9cd8065bbfabaf81280660aa7b550f5e3447ff5308daf451afe2bd2
224,0440234964,All or Nothing (Wheeler Large Print Books),Elizabeth Adler,2000,63fbde9b50aa2fc75a86f278ae1e3d7e4f4fe7fa6ed9762f953b95c30710561a
225,0446605484,Roses Are Red (Alex Cross Novels),James Patterson,2001,f1bca420e6b950fec85bc603861685f44f376906d526e9946910bb5275c3d467
226,0446610399,The Rescue,Nicholas Sparks,2001,c67ab2f5acc2a607c82c06e64aededae955de445c27e918f3d22d853bcf195c6
227,0449006522,Manhattan Hunt Club,JOHN SAUL,2002,3b1973b0ef33241765b2f40252f32b96ea1ecdbbea5d6126bd9752bac0150b3c
228,0449911004,Patty Jane's House of Curl (Ballantine Reader's Circle),LORNA LANDVIK,1996,a0b244bf2e6746d2c3e25ba98e1b80bd42874217b7a4f80d9bbd3b7b53f48318
229,0451162072,Pet Sematary,Stephen King,1994,e143719d0b75379c77c75ec6cb49e9287621d495925b03b652ba7fd1fcccf75d
230,0451186648,Silent Snow,Steve Thayer,2000,7eb9957fe79948290266d62db7bdee069a450196e42db759dd053f82a2ae2577
231,0452282152,Girl with a Pearl Earring,Tracy Chevalier,2001,725febe908ad6e21c07a8899ed7c713365bbb6b4939519f12855dc1a69aa1b65
232,051513290X,Summer of Storms,Judith Kelman,2002,e8bed3af7fb68af91b324c3ea690f1de23c7b3b4c8df4ebd00285ebae5cacf1b
233,0553580388,The Patient,Michael Palmer,2001,a22c3837b6c86ca7a32177c78af3437d314539d7df9510ac5bb28c600d0ba1ea
234,0590598848,"Demona's Revenge (Gargoyles, No. 2)",Francine Hughes,1995,6cef8928611f1d1f2fbeec7adb63f64d906a0c898e7e9f29b40faa2b3424e96e
235,0590629719,Clifford's Sports Day,Norman Bridwell,1996,87f776c5833c3633e598b6445c14e7be7891c16148a95fa0176e913db099533d
236,0671023616,Postmortem (Kay Scarpetta Mysteries (Paperback)),Patricia Cornwell,1998,f028356d2fd978105e38106a325f0ec29c1b94b0ab3b93229e8465079764442d
237,0671027387,Deception Point,Dan Brown,2002,f0431d23dfeeaed217eb73cebe9d622668d9a475572cb2c1b2e021cc10a2a30e
238,0684848783,Tis : A Memoir,Frank McCourt,1999,56a2450e79b298cabab95bc5ca7e561ab875f3e2c3b338ae3f50290738da719a
239,0743486226,Angels &amp; Demons,Dan Brown,2003,f0431d23dfeeaed217eb73cebe9d622668d9a475572cb2c1b2e021cc10a2a30e
240,0786863986,A Monk Swimming,Malachy McCourt,1998,f2847322d542186c929d40b6383127ac279bb6f6b7af083e315922361f2d151d
241,0803251718,Crazy Horse,Mari Sandoz,1961,22487ca85923147c8472abd2677ccbfa2a139085a0625bfe8dbe6f5dac35be88
242,0804117934,The Silent Cry (William Monk Novels (Paperback)),Anne Perry,1998,9d1cdc4c8868b8f1839b075abff2fa052bb881d2e0deecd5b85ed50580d0dbcb
243,140003180X,The Kalahari Typing School for Men (No. 1 Ladies' Detective Agency),ALEXANDER MCCALL SMITH,2004,510a5ef79b107f9f4128def7f1f04c3ebcd85904212bc3bb07fb507b1cb7acb2
244,155874262X,Chicken Soup for the Soul (Chicken Soup for the Soul),Jack Canfield,1993,287f05c9aec404fafed0ee0d56343706e07f281bfc44cdb0271a3a79d4fd4972
245,0060987103,Wicked: The Life and Times of the Wicked Witch of the West,Gregory Maguire,1996,28c3b66a75d0ce6f198c6b7bdfc8b76e7e6717682ff8a67c3f9a7ca2b81813ce
246,0151008116,Life of Pi,Yann Martel,2002,e0f241ea99a4d1d1ee400e311cc7fb8899c60510af7032a4f4b728c6048a9538
247,0375704965,A Judgement in Stone,Ruth Rendell,2000,d25e95346b77d253c0421a079163fac71a92ff21ee6f5bb58d9f269496b91634
248,0525947647,Lies and the Lying Liars Who Tell Them: A Fair and Balanced Look at the Right,Al Franken,2003,2d7e8c3cf36cd7b70e6638636c049009646869e286f0042dd42d6a196273a502
249,0804111359,Secret History,DONNA TARTT,1993,028316ffa4e2bf54c56435b7daf743fe47779e748629cf2d87fbde987654bc3c
250,1558744150,Chicken Soup for the Woman's Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1996,287f05c9aec404fafed0ee0d56343706e07f281bfc44cdb0271a3a79d4fd4972
251,0435272683,Great Expectations (Heinemann Guided Readers),John Milne,1995,86dd560d0fba289f2672461ae96cf119780915b07337ca7eef6f2b9c6ed2f250
252,0316782505,The Weight of Water,Anita Shreve,2001,088f53613be88c0c467a7bbea76ca671b7e523aa0ca4e829d80d42a3419c5208
253,006102063X,Moving Pictures (Discworld Novels (Paperback)),Terry Pratchett,2002,41a40ab66efa0d6d070d53678f6bed48263c3df495262648c1ddc5cd6a10292e
254,0060013117,Night Watch,Terry Pratchett,2002,41a40ab66efa0d6d070d53678f6bed48263c3df495262648c1ddc5cd6a10292e
255,0060199563,Thief of Time,Terry Pratchett,2001,41a40ab66efa0d6d070d53678f6bed48263c3df495262648c1ddc5cd6a10292e
256,006052779X,Charlotte's Web Book and Charm (Charming Classics),E. B. White,2003,645874bfd2a513787382158e5c41d0bbbf220bd60cdeeedabf0e04467b29c610
257,0060563079,Peter Pan: The Original Story (Peter Pan),J. M. Barrie,2003,cc669c89ddb7bd31a88c9fb55897d93b39067b26fb00033957ff2f306ab6cb95
258,0060809027,My Friend Flicka,Mary O'Hara,1988,b45be471391666f7d6c2ecf7ba11e5ff27184c674c4e1efc9adfb6e6ecd17444
259,0061040967,The Last Hero : A Discworld Fable (Discworld Novels (Hardcover)),Terry Pratchett,2001,41a40ab66efa0d6d070d53678f6bed48263c3df495262648c1ddc5cd6a10292e
260,0061050474,Jingo: A Discworld Novel (Discworld Series/Terry Pratchett),Terry Pratchett,1998,41a40ab66efa0d6d070d53678f6bed48263c3df495262648c1ddc5cd6a10292e
261,0061052515,"Maskerade: A Novel of Discworld (Pratchett, Terry. Discworld Series (New York, N.Y.).)",Terry Pratchett,1997,41a40ab66efa0d6d070d53678f6bed48263c3df495262648c1ddc5cd6a10292e
262,0061052523,Interesting Times: A Novel of Discworld,Terry Pratchett,1997,41a40ab66efa0d6d070d53678f6bed48263c3df495262648c1ddc5cd6a10292e
263,0064472264,"On the Bright Side, I'm Now the Girlfriend of a Sex God: Further Confessions of Georgia Nicolson",Louise Rennison,2002,2a724d6fd9719fcae93b8c23514d9a95b89d494fabd7c5753a38e6a2508f1305
264,0140620664,Mansfield Park (Penguin Popular Classics),Jane Austen,1994,1faf378f951e654880b0b895248afd5975fcb5ce085220331446e83a0796cfd0
265,0312148267,The Wind in the Willows,Kenneth Grahame,1996,9bf23861c427e2d27db070273b6a28da557da4ee71fc5987d7f0f1ac5a4bec31
266,0312156960,The Winter King: A Novel of Arthur (The Warlord Chronicles: I),Bernard Cornwell,1997,e75079bc63f3b9f5e83031e3894c44514f5cf2190ba3f52349a848f37c8ae611
267,0312890044,Moonheart (Newford),Charles de Lint,1994,67a9dc750f5a1f9b9060c2bcc5021bd18e31ea09802da941548e8f5a30fcd1ee
268,034543191X,The King of Elfland's Daughter (Del Rey Impact),Edward John Moreton Drax Plunkett Dunsany,1999,325617229d949ce603e15bf96c7696d282a84a076adb58d029af7da614f0e9f2
269,0373836023,Powder and Patch,Georgette Heyer,2004,efbd4b0691a3eb793707bb61fc0936b6df985789f9679b227eb3d7804f51538f
270,0375751513,The Picture of Dorian Gray (Modern Library (Paperback)),OSCAR WILDE,1998,de151940de0ef8ef92ff7dce504286fa50cb985232f89ddc1b3fa999579d0398
271,0375801677,The Iron Giant,Ted Hughes,1999,1144318a64ec9fdf62fa8d8a78cf5964b1692a8630893f97ac99d3adf3385092
272,0375814248,James and the Giant Peach,ROALD DAHL,2002,24c26d825e1b481d8d795a907893703ff4cd19c5eb35d4c466bcb32971ec3699
273,0375823352,"The Amber Spyglass (His Dark Materials, Book 3)",PHILIP PULLMAN,2002,5e9c7b585ca4d56e1e374d0686b76eb20bbc54b0eef28f162477d07e611e7a9d
274,037582345X,"The Golden Compass (His Dark Materials, Book 1)",PHILIP PULLMAN,2002,5e9c7b585ca4d56e1e374d0686b76eb20bbc54b0eef28f162477d07e611e7a9d
275,0375823468,"The Subtle Knife (His Dark Materials, Book 2)",PHILIP PULLMAN,2002,5e9c7b585ca4d56e1e374d0686b76eb20bbc54b0eef28f162477d07e611e7a9d
276,0380730448,"The Adrian Mole Diaries : The Secret Diary of Adrian Mole, Aged 13 3/4 : The Growing Pains of Adrian Mole",Sue Townsend,1997,61695bf9bec90e4ee4fa88bfb5b68d3f78486f5909bcf2a7a593dbc9d23210b7
277,0380973839,Martian Chronicles,Ray Bradbury,1997,8da15d0651ce2fb55907eee960f55bf90c83960bed858dde72b9d4d2be3724e1
278,0385327773,The Great God Pan,Donna Jo Napoli,2003,74a05e8d41e886dec0a6039326eaa2b4856e0dc65c2d10cae251b68feac4835c
279,0394586239,Possession: A Romance,A. S. Byatt,1990,e049aec32677b45003b69355b08f50b42a262675c1b625a1d6c16a2d0ab1f27b
280,0439510112,Born Confused,Tanuja Desai Hidier,2003,1f5951d7bdd1bc147a0357d4eae5c3df116f0b075331046ca42abe9e463a0378
281,0440241413,Confessions of a Shopaholic,SOPHIE KINSELLA,2003,7329cc9d06f1c747d5ec7a12474d91a91e92637b1a12d838df69030dbb27b990
282,0451409256,Making Minty Malone,Isabel Wolff,2000,808a9557320f76ff8a56db810d59b3a29b6d26ccc40b44b11df3e6ff0322def2
283,0451523415,Little Women (Signet Classic),Louisa May Alcott,1988,51c3dde7849528b1162508c9b0e80671d9e67a33b529907db50c22f5eb91640a
284,0451526279,Emma (Signet Classics (Paperback)),Jane Austen,1996,1faf378f951e654880b0b895248afd5975fcb5ce085220331446e83a0796cfd0
285,0451526341,Animal Farm,George Orwell,2004,2d882b3c896cf535c41761b2917fea8e153edd13076720e437d007fac8c2abfe
286,0486415864,Great Expectations (Dover Thrift Editions),Charles Dickens,2001,bbfa259ea90fa369d639be75797e25d4078672a1bf953d7517e796d76e9967b5
287,0553280589,Eva Luna,Isabel Allende,1989,83edbdc83514a5797344878a25b19e3fbc4aa70237086d94a60bf31654bb759e
288,0571197639,Poisonwood Bible Edition Uk,Barbara Kingsolver,0,f381d6a4a26413f5b5bf98fbe7d06880038c91910842b63a1f9aac917c6d802d
289,0670035262,The Green Man : Tales from the Mythic Forest,Ellen Datlow,2002,92055c09f863faa9d57de1d0c67b3eb4f34c52e1c1b51a26f4d1fae9fa11850c
290,0679423079,Nicholas Nickleby (Everyman's Library),Charles Dickens,1993,bbfa259ea90fa369d639be75797e25d4078672a1bf953d7517e796d76e9967b5
291,0679751343,Angels &amp; Insects : Two Novellas,A.S. BYATT,1994,70d856aa644380066115df9117099ba311bc2c8df170386d5971e9cf3dfa8455
292,0684833395,Catch 22,Joseph Heller,1996,343993f7d514dad0baf20da8b5886749051025df439056690dbe9236b9f57ea6
293,0743245024,The Forsyte Saga : The Man of Property and In Chancery,John Galsworthy,2002,1b2f2b124907b4601868d96c9ae4e09821ba2db242f7cce140ead2471fa1413b
294,0749748001,The Enchanted Wood,Enid Blyton,2002,25d41b7e2c89609531a3fdd54c4182c8985281613e0eb84de15de9d1866310c9
295,0749748028,The Folk of the Faraway Tree,Enid Blyton,2002,25d41b7e2c89609531a3fdd54c4182c8985281613e0eb84de15de9d1866310c9
296,0963094424,Angels and Visitations: A Miscellany,Neil Gaiman,1993,a033818e7df3ae56f9f69ed0f423a23f5236eafc46871465209adf4ebead4fb3
297,1401201172,"League of Extraordinary Gentlemen, Vol. 2 (Comic)",Alan Moore,2003,68c8243d17ddd9e4336470a2350955d098cfc3af5f8a82a871a16107c3f0249d
298,1563892278,"Preludes and Nocturnes (Sandman, Book 1)",Neil Gaiman,1998,a033818e7df3ae56f9f69ed0f423a23f5236eafc46871465209adf4ebead4fb3
299,1563898586,"The League of Extraordinary Gentlemen, Vol. 1",Alan Moore,2002,68c8243d17ddd9e4336470a2350955d098cfc3af5f8a82a871a16107c3f0249d
300,156971620X,Harlequin Valentine,Neil Gaiman,2002,a033818e7df3ae56f9f69ed0f423a23f5236eafc46871465209adf4ebead4fb3
301,1592571301,Alpha Teach Yourself American Sign Language in 24 Hours (Alpha Teach Yourself in 24 Hours),Trudy Suggs,2003,ccc7ceebf20b77b646c3439d8f46b50b4232a5e228c393afd8cc13c7a560c9f0
302,0374270325,A Man in Full,Tom Wolfe,1998,18660c85b0b0a60e36011997c1458df0a9648fe69b6004e3a67288e8b6a1cc76
303,0375719180,The Miracle Life of Edgar Mint: A Novel,Brady Udall,2002,b4fc1f2e57cedbbb51d8a71d0501ab659dad2a62c9b523662b916c3d9e4b909d
304,0440235502,October Sky: A Memoir,Homer Hickam,1999,c27b6a73af0ba3128f054572dd0db858b08b3b30126eeabbe4dbd51ce5972f79
305,044023722X,A Painted House,John Grisham,2001,df78095cfd0dc4483adcdc2abd93ced5034b064cb7524526deac0a7af3ee620e
306,1573225487,The Romance Reader,Pearl Abraham,1996,6159e52246cca322e6a3c094c0f315af7aaec397b45fa97342f1c58983b81f2f
307,1853260673,Far from the Madding Crowd (Wordsworth Classics),Thomas Hardy,1997,b5781e8a60c699290272dcb09fa7c1363867ffdf130e9fcb08345bc2d169b487
308,0060977477,The Perfect Storm : A True Story of Men Against the Sea,Sebastian Junger,1999,af2198dd9c075370c2a3d84a43696b7bb839a92694d024c25d8b91010fef993d
309,0345391691,The Battle for God,Karen Armstrong,2001,5b27fc66d6aaf0cd8c9ebc5531e8868f679d791beaae2a3d0e43afa1fcc2c05b
310,0520011171,Sappho: A New Translation,Mary Barnard,1958,6ba1dc65a8651b31101f1232f4e5f506b7cde0da27ad900e186ed6727344b320
311,0553278746,The Postman (Bantam Classics),David Brin,1990,1ee7b2ec7c39d85b196b1ad1177c1f76033c587d16a5209d71963ffdbf42afbd
312,0670856045,The Tortilla Curtain,T. Coraghessan Boyle,1995,b1d332ac4e43faf39f20db392a4a65452dd5f4accfb6d0acac158f509c67d475
313,0872200760,Symposium,Paul Woodruff,1989,a4e2f9c2971b2b56e2062f69dca50755f716b76f90eaa02716082b1a4c912b41
314,0937858994,The What's Happening to My Body? Book for Boys: A Growing Up Guide for Parents and Sons,Lynda Madaras,1987,e7eb2d1de7d345af4d780a7fe9553100bc57830ddf2b48426c54028ef87012a5
315,0671649949,OBJECT AFFECTION,Stephen McCauley,1988,f30ace05b63101e064a5d693663358f69dceb191a33b3cc3dbd3cb7cafc3d12f
316,0590431110,The Journey Home,Isabelle Holland,1993,e5a6119ce2fcb32421a17aed3d179000ae0db81953c57d981b316ea6dc78dddb
317,0064470113,Taking the Ferry Home,Pam Conrad,1990,cf86e39339376bf92ac88503ea598c28a3f32f623d8fc78482c72faf420d0259
318,0553571486,Angel of Hope (Mercy Trilogy),Lurlene McDaniel,2000,ca72386de01be2b3e6147fbcf9ccd92f0216a88b8d8842e6fe5eccb5b038b262
319,0972044205,The Breach,Brian Kaufman,2002,3e094fbf62d0710d64030f25ec7bf9febb982c5f49fa735c30b989c565e535e8
320,0312963009,Neanderthal: A Novel,John Darnton,1997,3f665a15db9b03d5971d5f08766e9381df236dc96c72577dd5c0aab89b177d9b
321,0345430476,A Small Dark Place,Martin Schenk,1999,4f0cd452dbd3ea8afc6c43f65a6849e6e71b776e19eb9d2b4c802aa237d90e7d
322,0345435869,The Rivan Codex : Ancient Texts of THE BELGARIAD and THE MALLOREON,DAVID EDDINGS,1999,a702fa90fe05a3ff981d4d5e6d6907402bde68d0720ada256379a40bf1b7d2ee
323,0380728729,Babyhood,Paul Reiser,1998,0be6941fac20cc2982157616bd71cdb6ead21ef1c233a544ee54e937f9840ef6
324,038081840X,Year's Best Fantasy (Year's Best Fantasy),David G. Hartwell,2001,58bec0f74b7780e64adbf1863cc2004340d891e1b9438de36e2107c889dd0f26
325,0449912302,Dave Barry in Cyberspace,Dave Barry,1997,99d0eab51c28fd01895ccf00c8c6b2c9f3dfe64c4901fe227cfb2e47db6fc3c7
326,055329198X,Wolf Moon,John R. Holt,1997,f2a34175c7277d4eba9f1c75d4001929ba00494ec04ee76a116ea8bd3579d06f
327,0671018930,The War in Heaven (Eternal Warriors),Theodore Beale,2000,b79cc73e9de6f87e03bc8fc87cecf90616071826cfa0a8d4c515d9c93a69bc89
328,0812541642,Waiting,Frank M. Robinson,2000,30a8d5600d4de64f34b5e3b08d6b8a1635e4cb09f8f1adddf51c7519bb940bec
329,0312988699,Nowhere To Run,Mary Jane Clark,2004,4714a2d7d66a08324192311f338f9252f65f23b76b1655ed65800f77439a6251
330,0486282112,Frankenstein (Dover Thrift Editions),Mary Wollstonecraft Shelley,1994,52503f957766234705dad02156227822f279cfba436b596e8a33b4c00d3ec1ed
331,8483007010,El gust amarg de la cervesa (CollecciÃ³ ClÃ ssica),Isabel-Clara SimÃ³,1999,a2491805362ec248284f4d35d831877690bd3d114064009c12ea2ecbd41a365e
332,0670815373,Urn Burial,Robert Westall,1987,1ddc4ff6699104ac84ea42d4ec885b7ed0a257a419a67c65399a87ce908a0409
333,0385313748,All Our Yesterdays (Large Print),Robert B. Parker,1994,f189f043eb21e76ac6e90e78238ae8384760bdace145ec476308581158536b39
